Y_test,A_test,Y_score_raw_data,Y_pred_raw_data,Y_score_standard_PCA,Y_pred_standard_PCA,Y_score_fair_PCA,Y_pred_fair_PCA,Y_score_LAFTR,Y_pred_LAFTR
0,1,0.004611488897353411,0,0.031189091503620148,0,0.0322115421295166,0,0.014588006772100925,0
0,0,0.4358232021331787,0,0.3092889189720154,0,0.2689788341522217,0,0.4827099144458771,0
0,0,9.528671216685325e-05,0,0.030755916610360146,0,0.053473129868507385,0,0.022936919704079628,0
0,1,0.4724162220954895,0,0.44370037317276,0,0.4858837425708771,0,0.6398017406463623,1
0,1,7.906459396773459e-23,0,0.11870915442705154,0,0.04071371257305145,0,0.003602087963372469,0
0,1,1.877903476926061e-18,0,0.00024396865046583116,0,0.007122507318854332,0,0.03597646579146385,0
0,1,1.6647276424919255e-05,0,0.01654823310673237,0,0.006086636800318956,0,0.0007496656617149711,0
1,0,0.3447054326534271,0,0.09125256538391113,0,0.10594333708286285,0,0.3745247423648834,0
0,0,5.032879357713682e-07,0,3.8382611819542944e-05,0,0.00013962209050077945,0,1.239894572790945e-06,0
1,0,0.9232596755027771,1,0.8083261847496033,1,0.7314434051513672,1,0.9062283635139465,1
0,0,0.1512281447649002,0,0.16477414965629578,0,0.2068682610988617,0,0.1139565259218216,0
1,0,1.0,1,0.8681284189224243,1,0.8845646381378174,1,0.999818742275238,1
1,1,0.025063995271921158,0,0.5040930509567261,1,0.7173111438751221,1,0.5501174330711365,1
0,0,6.082492772256295e-14,0,0.0818062350153923,0,0.08048103004693985,0,0.004951313603669405,0
0,0,3.695907707879087e-06,0,0.08504744619131088,0,0.21602213382720947,0,0.011960855685174465,0
0,0,0.5481716990470886,1,0.5662006735801697,1,0.4062748849391937,0,0.46157851815223694,0
0,0,0.0,0,0.00039949710480868816,0,0.0002451129839755595,0,5.02740067531704e-06,0
0,1,2.4503404461029277e-07,0,0.00022237222583498806,0,0.006698769051581621,0,0.0016092921141535044,0
0,1,2.2207985239219852e-05,0,0.007386175449937582,0,0.027012784034013748,0,0.03386803716421127,0
0,1,1.695444734650664e-05,0,0.010109384544193745,0,0.029104391112923622,0,0.01966516301035881,0
1,0,0.9990290403366089,1,0.8716526627540588,1,0.932609498500824,1,0.9481095671653748,1
0,0,4.331102536525577e-05,0,0.0007366545614786446,0,0.0005378428031690419,0,8.057252125581726e-05,0
1,0,1.0,1,0.5766056776046753,1,0.4887860119342804,0,0.9992314577102661,1
0,1,8.273143521364545e-07,0,0.00046567758545279503,0,0.0012142988853156567,0,0.0011312637943774462,0
0,1,6.808803391322726e-06,0,0.0003356639062985778,0,0.0052637276239693165,0,0.00046803688746877015,0
0,0,5.093477113064619e-14,0,0.0021672898437827826,0,0.003926931880414486,0,9.889881039271131e-05,0
0,1,8.296207454350224e-08,0,0.013739056885242462,0,0.07494068890810013,0,0.0011685008648782969,0
1,0,0.5801929235458374,1,0.7305033206939697,1,0.6868371367454529,1,0.7546318173408508,1
0,0,2.1365903490888627e-10,0,0.0032236669212579727,0,0.0033696922473609447,0,0.0007801373722031713,0
0,0,6.84442738929647e-07,0,0.005438653286546469,0,0.005750911310315132,0,0.001559093245305121,0
0,1,0.010337847284972668,0,0.025807440280914307,0,0.04122469946742058,0,0.0522870197892189,0
0,0,9.390318715848715e-19,0,0.0022567228879779577,0,0.0014459146186709404,0,1.1233308214286808e-05,0
0,0,1.1376728850397338e-18,0,1.0736325748439413e-05,0,1.5912397429929115e-05,0,6.7702835622185376e-06,0
0,0,4.068729048708687e-17,0,0.205657497048378,0,0.26646459102630615,0,0.0032698106952011585,0
0,0,0.0,0,0.0003815248201135546,0,0.0008204971090890467,0,3.691232848268555e-07,0
0,0,6.505089231723105e-07,0,0.059332896023988724,0,0.07104238122701645,0,0.0009275869815610349,0
1,0,0.3980993628501892,0,0.4910966157913208,0,0.5534621477127075,1,0.3478887975215912,0
0,0,0.005679324734956026,0,0.020897626876831055,0,0.025131911039352417,0,0.06321609020233154,0
0,1,5.357098871172639e-07,0,0.01136898435652256,0,0.009089747443795204,0,0.0049934061244130135,0
0,0,0.003608762053772807,0,0.08460838347673416,0,0.11129964888095856,0,0.017722638323903084,0
0,1,4.3406922050215485e-28,0,0.048226285725831985,0,0.11847493052482605,0,1.4338543223857414e-05,0
1,1,1.0,1,0.8535577058792114,1,0.801797091960907,1,0.9379850029945374,1
0,0,1.52607153580675e-08,0,0.048560842871665955,0,0.03203849494457245,0,0.0019563930109143257,0
0,1,0.037480488419532776,0,0.042001109570264816,0,0.04335463047027588,0,0.07839971035718918,0
1,0,0.9996956586837769,1,0.3642142117023468,0,0.4428994655609131,0,0.9288598895072937,1
1,1,0.13004982471466064,0,0.2318418174982071,0,0.1024889200925827,0,0.16070961952209473,0
1,0,0.004904486238956451,0,0.8515777587890625,1,0.8309898376464844,1,0.8534054756164551,1
1,0,0.4847452640533447,0,0.7543200254440308,1,0.775972306728363,1,0.5137050747871399,1
0,0,2.3968174667210462e-11,0,0.0013172815088182688,0,0.004597166087478399,0,0.003667442360892892,0
1,0,0.009497489780187607,0,0.028662661090493202,0,0.05311845242977142,0,0.9769721031188965,1
0,1,1.2000236915277185e-10,0,0.07547765970230103,0,0.03526903688907623,0,0.006555020343512297,0
0,1,1.0169517138114426e-11,0,1.9325270841363817e-06,0,0.00027549441438168287,0,8.441092359134927e-05,0
0,0,3.283478740637169e-12,0,0.04343505576252937,0,0.026914354413747787,0,0.0010138568468391895,0
0,0,0.11056841164827347,0,0.2239028513431549,0,0.1599787175655365,0,0.2528027594089508,0
0,0,0.08901844173669815,0,0.26177358627319336,0,0.33805564045906067,0,0.04081372544169426,0
1,0,0.6134775280952454,1,0.4483029842376709,0,0.4362702965736389,0,0.4551147222518921,0
0,0,0.011841459199786186,0,0.10221091657876968,0,0.10431308299303055,0,0.06324569135904312,0
0,0,0.06065383553504944,0,0.363023579120636,0,0.33299022912979126,0,0.292373389005661,0
0,0,7.414794472859754e-11,0,0.03163698688149452,0,0.032889630645513535,0,0.002186439698562026,0
0,0,5.320064883562736e-05,0,0.10684318095445633,0,0.21762725710868835,0,0.01173875667154789,0
0,0,0.43970000743865967,0,0.44794219732284546,0,0.5022887587547302,1,0.2770143747329712,0
0,0,0.4878149926662445,0,0.029175372794270515,0,0.024899588897824287,0,0.011933314613997936,0
1,0,0.5481371283531189,1,0.49859175086021423,0,0.5465724468231201,1,0.6164239645004272,1
0,0,0.01020006276667118,0,0.03522542491555214,0,0.02364530973136425,0,0.007176307495683432,0
1,0,0.9999994039535522,1,0.738487958908081,1,0.8005178570747375,1,0.7270144820213318,1
0,1,0.0010621616384014487,0,0.37641793489456177,0,0.23616741597652435,0,0.20682209730148315,0
0,0,4.828127876007852e-23,0,0.0011432687751948833,0,0.0020976837258785963,0,0.0011056482326239347,0
0,0,9.863905796801711e-17,0,0.007282731123268604,0,0.0026685188058763742,0,0.0027243983931839466,0
0,0,0.006739912088960409,0,0.11311165988445282,0,0.2394988238811493,0,0.015803329646587372,0
0,0,2.6357272986388125e-07,0,0.009123214520514011,0,0.005959286354482174,0,0.008969087153673172,0
0,0,0.02177508734166622,0,0.19239874184131622,0,0.20792722702026367,0,0.3341342806816101,0
1,0,0.23950321972370148,0,0.19730955362319946,0,0.23323127627372742,0,0.19828097522258759,0
0,0,5.628500875112926e-32,0,1.2317246728343889e-05,0,2.3335729565587826e-05,0,1.9487154077069135e-06,0
0,0,0.002180778421461582,0,0.019537806510925293,0,0.012041701003909111,0,0.014479798264801502,0
0,0,5.807941852253862e-05,0,0.006763299461454153,0,0.041753850877285004,0,0.00900078285485506,0
0,1,0.0,0,0.007915218360722065,0,0.005324255209416151,0,3.369176192791201e-05,0
1,0,0.9869801998138428,1,0.5149312615394592,1,0.6460369825363159,1,0.7615807056427002,1
0,1,1.3059846715353374e-13,0,0.003541485406458378,0,0.0017327608074992895,0,8.322345820488408e-05,0
1,0,0.21185438334941864,0,0.4583284556865692,0,0.5043617486953735,1,0.34830349683761597,0
0,0,0.15464875102043152,0,0.23498675227165222,0,0.27883172035217285,0,0.22481118142604828,0
0,0,0.006070166826248169,0,0.22614413499832153,0,0.12727542221546173,0,0.030858267098665237,0
0,0,5.310562645015338e-13,0,0.0007032160647213459,0,0.0011532166972756386,0,2.1618869141093455e-05,0
0,1,1.3461674370773835e-06,0,0.00462319003418088,0,0.0049375914968550205,0,0.014091853983700275,0
1,0,3.0437032449981416e-08,0,0.44980114698410034,0,0.3651398718357086,0,0.10195086896419525,0
1,0,0.35462549328804016,0,0.23100878298282623,0,0.1840604990720749,0,0.17083801329135895,0
0,1,2.24431651924259e-19,0,0.0005651380051858723,0,0.0006677378551103175,0,6.226443019841099e-06,0
0,0,0.027506278827786446,0,0.6511769890785217,1,0.5764264464378357,1,0.10009867697954178,0
0,1,4.168339273746824e-07,0,0.05242530256509781,0,0.055057112127542496,0,0.08803021907806396,0
0,0,0.0,0,1.7683352780295536e-05,0,6.223966192919761e-05,0,3.2813665029607364e-07,0
1,0,0.7815446853637695,1,0.7581376433372498,1,0.8433246612548828,1,0.6999286413192749,1
0,1,1.1707391094189739e-29,0,0.0007357547292485833,0,0.001696075196377933,0,0.0010103562381118536,0
1,0,0.8435548543930054,1,0.8073038458824158,1,0.7961356043815613,1,0.7844519019126892,1
1,0,0.9944656491279602,1,0.8164250254631042,1,0.8197841048240662,1,0.9088837504386902,1
0,0,2.846417010005098e-05,0,0.013291935436427593,0,0.016540614888072014,0,0.000918354548048228,0
0,1,0.0021491642110049725,0,0.0022191996686160564,0,0.03701756149530411,0,0.04681384935975075,0
0,0,5.938097274338361e-06,0,0.00024678517365828156,0,0.0001533071044832468,0,3.843073864118196e-05,0
0,0,0.022126557305455208,0,0.533189594745636,1,0.6057837009429932,1,0.8424544334411621,1
0,0,0.2554512321949005,0,0.33686596155166626,0,0.3887374997138977,0,0.5730476379394531,1
0,1,0.7002922892570496,1,0.6230068802833557,1,0.47537219524383545,0,0.4490000009536743,0
1,0,0.3664371371269226,0,0.3311617374420166,0,0.3265647888183594,0,0.6670699715614319,1
0,0,0.33274316787719727,0,0.07193960249423981,0,0.06603720784187317,0,0.16640405356884003,0
0,0,1.5655521110602422e-06,0,0.10799716413021088,0,0.08874820917844772,0,0.01533020380884409,0
0,0,3.3511803325262987e-22,0,0.0004251542268320918,0,0.0010153052862733603,0,0.00019895631703548133,0
1,1,0.7743791937828064,1,0.8914257884025574,1,0.9012154340744019,1,0.7310622930526733,1
0,1,6.4342566830077885e-09,0,0.29797300696372986,0,0.11130500584840775,0,0.5041046142578125,1
0,0,0.16377951204776764,0,0.1012624204158783,0,0.06777091324329376,0,0.07078156620264053,0
0,1,0.0,0,0.009304833598434925,0,0.018387669697403908,0,0.004517565481364727,0
1,0,0.7130966186523438,1,0.4332495331764221,0,0.4715385138988495,0,0.5155470967292786,1
0,0,0.001296968199312687,0,0.0354304201900959,0,0.08993915468454361,0,0.23315952718257904,0
0,1,0.0009389306651428342,0,0.005553736817091703,0,0.02251720242202282,0,0.00041224443702958524,0
0,1,1.6957801562966779e-06,0,0.0004394056450109929,0,0.00178159074857831,0,0.05117674171924591,0
0,0,0.0,0,1.5178586181718856e-05,0,2.8064205253031105e-05,0,1.855640221037902e-05,0
0,1,0.9928691983222961,1,0.24980881810188293,0,0.09383688122034073,0,0.6110806465148926,1
0,0,0.5513522028923035,1,0.4120769798755646,0,0.4823600649833679,0,0.2141735702753067,0
1,1,1.6575991610128654e-13,0,0.30706799030303955,0,0.6224133372306824,1,0.003858791431412101,0
0,0,0.1512281447649002,0,0.16477414965629578,0,0.2068682610988617,0,0.1139565259218216,0
1,0,0.5037460923194885,1,0.3279513418674469,0,0.32871851325035095,0,0.3747936189174652,0
0,0,0.852020800113678,1,0.6146849989891052,1,0.6700825691223145,1,0.5419268608093262,1
0,0,6.859718522378433e-12,0,0.047631096094846725,0,0.02300957217812538,0,0.0027495105750858784,0
0,0,0.3557807207107544,0,0.3568069338798523,0,0.32840171456336975,0,0.2156178206205368,0
0,0,0.8435548543930054,1,0.8073038458824158,1,0.7961356043815613,1,0.7844519019126892,1
0,0,0.14730429649353027,0,0.3638107180595398,0,0.3919069468975067,0,0.18302446603775024,0
1,1,0.00012233394954819232,0,0.15558315813541412,0,0.2783892750740051,0,0.008834218606352806,0
0,1,0.002790365368127823,0,0.01173250749707222,0,0.02478477545082569,0,0.058083437383174896,0
1,0,0.9631819725036621,1,0.7971737384796143,1,0.7787944674491882,1,0.9996914863586426,1
0,1,0.0033288164995610714,0,0.011236860416829586,0,0.05241424962878227,0,0.028947284445166588,0
1,1,0.9998339414596558,1,0.5864769816398621,1,0.6835830211639404,1,0.5451509952545166,1
1,0,0.9999908208847046,1,0.220098614692688,0,0.29866015911102295,0,0.20046156644821167,0
0,0,0.0,0,0.015315499156713486,0,0.008172632195055485,0,7.629736501257867e-05,0
0,1,3.0936115535951103e-07,0,0.001987880328670144,0,0.0013912069844081998,0,0.0010796448914334178,0
0,1,0.11767029762268066,0,0.04149743914604187,0,0.05770182982087135,0,0.12817402184009552,0
0,0,3.41082110472124e-12,0,0.00011613131937338039,0,0.0006349572795443237,0,0.00033573622931726277,0
0,0,8.45307754849464e-27,0,0.11482563614845276,0,0.26051923632621765,0,0.04177350550889969,0
0,1,0.004611488897353411,0,0.031189091503620148,0,0.0322115421295166,0,0.014588006772100925,0
0,1,0.1291433423757553,0,0.0915251076221466,0,0.031242525205016136,0,0.13341735303401947,0
0,1,1.3792668340784076e-08,0,0.025644751265645027,0,0.022911222651600838,0,0.000840535678435117,0
1,0,0.6383838653564453,1,0.5169497132301331,1,0.6128172874450684,1,0.7392532229423523,1
0,1,2.0189001588732935e-05,0,6.473631219705567e-05,0,0.0017535313963890076,0,0.0019850186072289944,0
0,0,9.473301483542418e-12,0,0.23340460658073425,0,0.2264125794172287,0,0.005451456177979708,0
0,0,1.093652512301757e-12,0,5.979485285934061e-05,0,0.00017566951282788068,0,9.012942609842867e-05,0
1,0,0.9999884366989136,1,0.3630684018135071,0,0.4394432604312897,0,0.6772165298461914,1
1,0,0.3757280707359314,0,0.3875263035297394,0,0.45862820744514465,0,0.4847085177898407,0
0,1,0.0,0,0.34631213545799255,0,0.33255425095558167,0,0.0002278894098708406,0
0,1,5.642175171516328e-09,0,4.64222212031018e-05,0,0.002630746690556407,0,0.010352863930165768,0
0,1,0.2103956639766693,0,0.49342280626296997,0,0.3576231896877289,0,0.5488565564155579,1
1,0,0.5886172652244568,1,0.6511014699935913,1,0.4462679624557495,0,0.09760797023773193,0
0,0,0.0006583890062756836,0,0.5824078917503357,1,0.4851038455963135,0,0.029408175498247147,0
0,1,8.846058895002353e-18,0,0.587189257144928,1,0.5536960959434509,1,0.1777178943157196,0
0,1,2.759283220960295e-26,0,0.22876441478729248,0,0.13737112283706665,0,0.029794948175549507,0
0,0,0.09627526998519897,0,0.31645917892456055,0,0.2924489378929138,0,0.004264026880264282,0
1,0,0.5641491413116455,1,0.3146951496601105,0,0.3255937099456787,0,0.2782149612903595,0
0,1,0.00036295459722168744,0,0.024529626592993736,0,0.035661328583955765,0,0.0008931391639634967,0
0,1,1.9535960745997727e-05,0,0.004661915358155966,0,0.016176221892237663,0,0.002368432702496648,0
0,1,1.2787238715811222e-12,0,0.003729955293238163,0,0.010698314756155014,0,0.013314198702573776,0
1,0,0.6943967938423157,1,0.5118340253829956,1,0.5727517604827881,1,0.027397165074944496,0
1,0,0.778147280216217,1,0.659928560256958,1,0.7121917009353638,1,0.7518059015274048,1
0,0,0.3818172514438629,0,0.25589656829833984,0,0.16046172380447388,0,0.05486036092042923,0
0,1,5.54106623405169e-26,0,0.009447465650737286,0,0.009454227983951569,0,0.00010098577331518754,0
0,1,2.36440609313604e-08,0,0.008130828849971294,0,0.020513717085123062,0,0.024007080122828484,0
0,0,0.006234419532120228,0,0.24605287611484528,0,0.19203102588653564,0,0.05386348068714142,0
0,0,1.8972933730765362e-06,0,0.0019020322943106294,0,0.00474420003592968,0,0.0006901026936247945,0
1,0,0.8556334376335144,1,0.6095637679100037,1,0.63792884349823,1,0.5698851346969604,1
0,1,3.8157722883624956e-05,0,0.009159140288829803,0,0.010816703550517559,0,0.003851545276120305,0
0,1,0.49976086616516113,0,0.30852562189102173,0,0.38620617985725403,0,0.36234623193740845,0
0,1,3.9376624272335903e-07,0,0.002435268135741353,0,0.002913723699748516,0,0.0022794257383793592,0
1,0,0.986277163028717,1,0.8257365226745605,1,0.8168311715126038,1,0.7952869534492493,1
0,0,0.6581794023513794,1,0.1836240142583847,0,0.2283943146467209,0,0.14600823819637299,0
1,0,0.3966101408004761,0,0.34437620639801025,0,0.3798319399356842,0,0.3258506953716278,0
1,1,0.004089378286153078,0,0.6341065764427185,1,0.7785917520523071,1,0.8463472723960876,1
0,0,6.108455408160296e-10,0,0.00035053250030614436,0,0.00022781858569942415,0,3.494901829981245e-05,0
0,0,0.6974887847900391,1,0.37800633907318115,0,0.3681744635105133,0,0.6924198865890503,1
0,1,2.7916304823349947e-09,0,0.012014452368021011,0,0.02539680339396,0,0.08922092616558075,0
0,0,0.03519389033317566,0,0.6755086183547974,1,0.7090429663658142,1,0.2392837554216385,0
1,0,0.9258915781974792,1,0.6653989553451538,1,0.5868605375289917,1,0.733996570110321,1
0,1,5.009301457903348e-05,0,0.061723798513412476,0,0.046748656779527664,0,0.06282129138708115,0
0,0,3.980704301127424e-29,0,0.0029208031482994556,0,0.00606239540502429,0,0.0009689073194749653,0
0,0,2.332555537609693e-10,0,0.000923873158171773,0,0.0010495015885680914,0,0.0003447969793342054,0
0,1,0.010695094242691994,0,0.08959563821554184,0,0.026896411553025246,0,0.08930978924036026,0
0,1,5.85601648527085e-26,0,1.9619921658886597e-05,0,4.384846397442743e-05,0,3.935288987122476e-06,0
0,1,1.5596864386679954e-06,0,0.013459345325827599,0,0.012416311539709568,0,0.10121354460716248,0
1,0,0.9457718729972839,1,0.36388099193573,0,0.47881680727005005,0,0.9947065711021423,1
0,0,1.8408594648633425e-09,0,0.0009563891217112541,0,0.0019325210014358163,0,2.835301165760029e-05,0
0,0,0.21185438334941864,0,0.4583284556865692,0,0.5043617486953735,1,0.34830349683761597,0
0,0,0.4207734167575836,0,0.3365674316883087,0,0.3321852684020996,0,0.2872442603111267,0
0,0,3.794855729211122e-05,0,0.08173663914203644,0,0.10069772601127625,0,0.002316584810614586,0
1,0,0.00016073820006567985,0,0.6723730564117432,1,0.5903568863868713,1,0.0808599665760994,0
0,0,0.0008886944851838052,0,0.15377533435821533,0,0.23708324134349823,0,0.07011210173368454,0
0,0,3.5286455386085436e-05,0,0.08785819262266159,0,0.06624680757522583,0,0.014577927999198437,0
0,0,1.6491180137678496e-22,0,0.02795676328241825,0,0.034465447068214417,0,0.00026872227317653596,0
0,0,3.183935968235831e-17,0,0.027524875476956367,0,0.04486776515841484,0,0.0001827140076784417,0
0,1,0.006313479505479336,0,0.06077130138874054,0,0.04405149817466736,0,0.009440823458135128,0
0,1,1.5596864386679954e-06,0,0.013459345325827599,0,0.012416311539709568,0,0.10121354460716248,0
1,0,0.30609557032585144,0,0.464059054851532,0,0.5151389241218567,1,0.49828746914863586,0
1,0,1.0,1,0.23230315744876862,0,0.19151154160499573,0,0.9994499087333679,1
0,1,0.20113308727741241,0,0.3324221074581146,0,0.26912590861320496,0,0.40096524357795715,0
1,0,0.9995380640029907,1,0.7409031391143799,1,0.7323375940322876,1,0.9527257084846497,1
0,1,6.441940351379488e-14,0,0.00038136879447847605,0,0.0024425280280411243,0,0.00010508699779165909,0
0,1,0.3302029073238373,0,0.21046669781208038,0,0.11878398805856705,0,0.24958503246307373,0
0,0,1.1514190845218764e-07,0,0.009017295204102993,0,0.015080465003848076,0,0.007038562558591366,0
1,0,0.6247543692588806,1,0.6348952651023865,1,0.6785737872123718,1,0.6613332033157349,1
0,1,1.511796483555372e-07,0,0.02143314853310585,0,0.03471771255135536,0,0.007300158031284809,0
0,0,8.833054079837588e-12,0,0.020217234268784523,0,0.027710121124982834,0,0.017685290426015854,0
0,1,0.0,0,0.008154998533427715,0,0.013460465706884861,0,0.0019533089362084866,0
1,0,0.08992360532283783,0,0.6333473920822144,1,0.6648484468460083,1,0.5127036571502686,1
0,0,0.888309121131897,1,0.6644497513771057,1,0.6645710468292236,1,0.8498200178146362,1
1,0,0.35013219714164734,0,0.5759398937225342,1,0.5302811861038208,1,0.4316736161708832,0
0,0,0.47863975167274475,0,0.6730388402938843,1,0.6321185827255249,1,0.5475597381591797,1
0,0,0.034009069204330444,0,0.08547583967447281,0,0.09747776389122009,0,0.02047969028353691,0
0,0,0.469486802816391,0,0.2864440977573395,0,0.1691875457763672,0,0.11578010767698288,0
0,1,6.660078370356922e-27,0,0.0031633046455681324,0,0.017885956913232803,0,0.0012293847976252437,0
0,0,0.9090920686721802,1,0.47965919971466064,0,0.6295614838600159,1,0.9084716439247131,1
0,1,7.893929954150281e-10,0,0.00607807794585824,0,0.00544052105396986,0,0.0003663020324893296,0
0,0,5.469206020686755e-14,0,0.0022629748564213514,0,0.004469245206564665,0,0.035072606056928635,0
0,0,0.0007205515867099166,0,0.04265058785676956,0,0.02962535060942173,0,0.008620355278253555,0
0,0,0.0015246442053467035,0,0.024093523621559143,0,0.06589377671480179,0,0.15493284165859222,0
0,0,0.7635684013366699,1,0.701860249042511,1,0.7411254644393921,1,0.726789116859436,1
0,0,1.0470207340018689e-10,0,0.16951005160808563,0,0.22063244879245758,0,0.0023242724128067493,0
0,0,0.00032916964846663177,0,0.010713798925280571,0,0.00997118279337883,0,0.0009632105939090252,0
0,0,0.005109616555273533,0,0.05996164306998253,0,0.07716846466064453,0,0.11944163590669632,0
0,1,0.0013275588862597942,0,0.004478435032069683,0,0.0060706366784870625,0,0.00423514936119318,0
1,0,9.194927486078086e-09,0,0.750007688999176,1,0.8088446259498596,1,0.8725113868713379,1
0,0,3.289111191406846e-05,0,0.04906478151679039,0,0.09376408904790878,0,0.010934661142528057,0
0,0,0.8556334376335144,1,0.6095637679100037,1,0.63792884349823,1,0.5698851346969604,1
0,0,0.0033288164995610714,0,0.011236860416829586,0,0.02972523868083954,0,0.028947284445166588,0
0,0,7.78353691957671e-20,0,0.00041636289097368717,0,0.0008170556975528598,0,3.242668753955513e-05,0
0,1,1.3368688996706624e-05,0,0.0007451234268955886,0,0.003329642117023468,0,0.00024632911663502455,0
0,0,2.24431651924259e-19,0,0.0005651380051858723,0,0.0007488054106943309,0,6.226443019841099e-06,0
1,0,0.7010385394096375,1,0.6269004940986633,1,0.6161422729492188,1,0.6810609102249146,1
0,0,0.0,0,0.10853364318609238,0,0.15760156512260437,0,0.04825400188565254,0
1,0,4.648277899832465e-05,0,0.2734162509441376,0,0.3532165586948395,0,0.5223251581192017,1
0,0,1.7066127354759275e-17,0,0.05794508010149002,0,0.02520008571445942,0,0.014343292452394962,0
0,0,0.3796810507774353,0,0.5862793326377869,1,0.5760182738304138,1,0.07120814919471741,0
0,1,0.0001636413944652304,0,0.025256844237446785,0,0.01725662499666214,0,0.028370218351483345,0
0,0,6.566594056706121e-13,0,0.000651199312414974,0,0.0027249553240835667,0,0.0008171004592441022,0
1,0,0.998429000377655,1,0.9130010604858398,1,0.9191268682479858,1,0.9999555349349976,1
