Y_test,A_test,Y_score_raw_data,Y_pred_raw_data,Y_score_standard_PCA,Y_pred_standard_PCA,Y_score_fair_PCA,Y_pred_fair_PCA,Y_score_LAFTR,Y_pred_LAFTR
1,1,0.736001193523407,1,0.5439765453338623,1,0.48618462681770325,0,0.5178517699241638,1
1,1,0.6336259245872498,1,0.6528651118278503,1,0.6920949816703796,1,0.6721422076225281,1
1,0,0.8474666476249695,1,0.5671566724777222,1,0.5640160441398621,1,0.548019528388977,1
0,1,0.22804208099842072,0,0.32268816232681274,0,0.33535799384117126,0,0.2653837502002716,0
1,1,0.40656325221061707,0,0.4677898585796356,0,0.4532124102115631,0,0.20561406016349792,0
1,1,0.8538055419921875,1,0.5660584568977356,1,0.5915320515632629,1,0.6493293642997742,1
1,0,0.15310248732566833,0,0.19261384010314941,0,0.14306144416332245,0,0.2445644587278366,0
1,0,0.23473478853702545,0,0.360853374004364,0,0.2642214596271515,0,0.4121718406677246,0
0,1,0.046307533979415894,0,0.1941433995962143,0,0.2195591777563095,0,0.08191623538732529,0
0,0,0.8131569027900696,1,0.8384683728218079,1,0.7757045030593872,1,0.825793445110321,1
1,1,0.25685954093933105,0,0.6359397172927856,1,0.7893802523612976,1,0.5776612758636475,1
1,1,0.768680989742279,1,0.6837651133537292,1,0.730785071849823,1,0.7060487270355225,1
0,1,0.09455087035894394,0,0.2223101556301117,0,0.2430531233549118,0,0.1861736923456192,0
0,1,0.0839729830622673,0,0.22419928014278412,0,0.25393012166023254,0,0.2000962495803833,0
1,0,0.7089177966117859,1,0.4469341039657593,0,0.4613710641860962,0,0.4325464069843292,0
0,1,0.7003828883171082,1,0.5944021344184875,1,0.745003342628479,1,0.5783194303512573,1
1,1,0.7201127409934998,1,0.7293046712875366,1,0.7678349614143372,1,0.7998304963111877,1
1,0,0.8764159083366394,1,0.7942625880241394,1,0.6059131622314453,1,0.7499551177024841,1
0,1,0.48298871517181396,0,0.37749025225639343,0,0.3961349427700043,0,0.32308775186538696,0
0,0,0.1563609093427658,0,0.3438867926597595,0,0.2402748465538025,0,0.25148969888687134,0
1,1,0.5766556859016418,1,0.622855544090271,1,0.6370130777359009,1,0.689842164516449,1
1,0,0.862388014793396,1,0.7598898410797119,1,0.5576068758964539,1,0.7816342115402222,1
0,1,0.19816501438617706,0,0.16686797142028809,0,0.24027115106582642,0,0.09949672967195511,0
0,1,0.8875024318695068,1,0.7188162207603455,1,0.8127435445785522,1,0.8096505403518677,1
0,1,0.30029574036598206,0,0.46843141317367554,0,0.4464891254901886,0,0.2603318989276886,0
1,0,0.662300169467926,1,0.7845163941383362,1,0.7396349310874939,1,0.645759105682373,1
1,1,0.717896580696106,1,0.8234987854957581,1,0.7882351875305176,1,0.827171802520752,1
1,1,0.7481552362442017,1,0.6610715389251709,1,0.7931760549545288,1,0.6734805107116699,1
1,0,0.7481552362442017,1,0.6610715389251709,1,0.6346311569213867,1,0.6734805107116699,1
1,1,0.6416316032409668,1,0.6050241589546204,1,0.7596421241760254,1,0.6525338888168335,1
0,1,0.36617350578308105,0,0.21407540142536163,0,0.23049816489219666,0,0.47435304522514343,0
0,0,0.453529953956604,0,0.5803029537200928,1,0.3876236379146576,0,0.5371832847595215,1
1,0,0.9354074001312256,1,0.7555443048477173,1,0.716680109500885,1,0.8060823678970337,1
0,1,0.17590992152690887,0,0.14383235573768616,0,0.17838123440742493,0,0.12117104232311249,0
1,1,0.6976597905158997,1,0.6898042559623718,1,0.7301369905471802,1,0.8603947758674622,1
0,1,0.419818639755249,0,0.5316811800003052,1,0.5716596245765686,1,0.3308124244213104,0
0,0,0.32593202590942383,0,0.42046576738357544,0,0.3212495744228363,0,0.37720251083374023,0
0,0,0.7829996347427368,1,0.8181279897689819,1,0.7638808488845825,1,0.8370334506034851,1
1,0,0.4971318542957306,0,0.5314037203788757,1,0.4208124279975891,0,0.5153855085372925,1
1,0,0.6920818090438843,1,0.5038341283798218,1,0.369712233543396,0,0.5393807291984558,1
1,0,0.5237820744514465,1,0.6518967747688293,1,0.6419496536254883,1,0.6021368503570557,1
0,1,0.03914396092295647,0,0.4297005832195282,0,0.4582236111164093,0,0.37845131754875183,0
0,0,0.49797767400741577,0,0.5476993322372437,1,0.40327197313308716,0,0.6726653575897217,1
0,1,0.6105532050132751,1,0.56500643491745,1,0.6072551608085632,1,0.6034141778945923,1
0,1,0.1989356130361557,0,0.3261444568634033,0,0.3530941605567932,0,0.22212637960910797,0
0,0,0.7300734519958496,1,0.5923432111740112,1,0.6174331903457642,1,0.6650545597076416,1
1,0,0.7261431217193604,1,0.7264509201049805,1,0.6950882077217102,1,0.7540274262428284,1
0,1,0.4647914469242096,0,0.47175830602645874,0,0.49289700388908386,0,0.3156047761440277,0
1,0,0.27042949199676514,0,0.5703549981117249,1,0.5646551847457886,1,0.1748654693365097,0
1,1,0.0808706060051918,0,0.2602645456790924,0,0.2861073613166809,0,0.14524045586585999,0
1,0,0.5740307569503784,1,0.5390452146530151,1,0.4618431031703949,0,0.7597607970237732,1
0,1,0.48586246371269226,0,0.57552570104599,1,0.5464270710945129,1,0.47084930539131165,0
1,0,0.16602841019630432,0,0.5593591332435608,1,0.5695396661758423,1,0.2464579939842224,0
1,1,0.8447806239128113,1,0.8398299813270569,1,0.8336202502250671,1,0.7609785795211792,1
1,0,0.511732280254364,1,0.4256703853607178,0,0.3996497392654419,0,0.6882387399673462,1
1,0,0.14089588820934296,0,0.5572413802146912,1,0.5694016218185425,1,0.53215092420578,1
0,0,0.22240658104419708,0,0.39515992999076843,0,0.4017787575721741,0,0.3910273611545563,0
1,1,0.6294997334480286,1,0.7816253304481506,1,0.804189145565033,1,0.6044130921363831,1
0,0,0.1407402902841568,0,0.5341907739639282,1,0.5429191589355469,1,0.3344937860965729,0
1,0,0.5237820744514465,1,0.6518967747688293,1,0.6419496536254883,1,0.6021368503570557,1
0,1,0.7572252154350281,1,0.5594861507415771,1,0.673147439956665,1,0.6723469495773315,1
1,0,0.916053295135498,1,0.868723452091217,1,0.7881342768669128,1,0.921488881111145,1
1,1,0.8631423711776733,1,0.8651531338691711,1,0.8700607419013977,1,0.8786462545394897,1
1,1,0.7261431217193604,1,0.7264509201049805,1,0.7651587128639221,1,0.7540274262428284,1
1,1,0.5943907499313354,1,0.38195207715034485,0,0.40680989623069763,0,0.3687939941883087,0
1,1,0.9469509720802307,1,0.8410181999206543,1,0.8616303205490112,1,0.8680622577667236,1
1,0,0.6390935182571411,1,0.7254027128219604,1,0.6944128274917603,1,0.7898935079574585,1
1,1,0.1723005473613739,0,0.5510135293006897,1,0.5039388537406921,1,0.5001162886619568,1
1,0,0.8749257922172546,1,0.752387285232544,1,0.7129566669464111,1,0.7738094329833984,1
0,1,0.25545015931129456,0,0.17334546148777008,0,0.24030616879463196,0,0.16570641100406647,0
0,1,0.5125538110733032,1,0.553278923034668,1,0.5067044496536255,1,0.7827675938606262,1
1,0,0.9354074001312256,1,0.7555443048477173,1,0.716680109500885,1,0.8060823678970337,1
0,1,0.34357255697250366,0,0.37678638100624084,0,0.39552122354507446,0,0.3463415801525116,0
1,0,0.9082606434822083,1,0.7490364909172058,1,0.7081186771392822,1,0.7940595149993896,1
0,1,0.446769654750824,0,0.5525951981544495,1,0.6187483072280884,1,0.5086293816566467,1
1,1,0.6816658973693848,1,0.29463085532188416,0,0.308700829744339,0,0.5605655312538147,1
1,1,0.8691954612731934,1,0.2677484452724457,0,0.2938920259475708,0,0.4637996554374695,0
0,0,0.851282000541687,1,0.780637264251709,1,0.7366405725479126,1,0.7483869791030884,1
1,1,0.10927014797925949,0,0.40391337871551514,0,0.4392477571964264,0,0.29108619689941406,0
0,1,0.6845020055770874,1,0.5485072135925293,1,0.4975619614124298,0,0.6620363593101501,1
0,1,0.9238349795341492,1,0.3647988438606262,0,0.39795100688934326,0,0.5686981081962585,1
0,1,0.17674410343170166,0,0.28166475892066956,0,0.29908743500709534,0,0.18503879010677338,0
1,0,0.8749257922172546,1,0.752387285232544,1,0.7129566669464111,1,0.7738094329833984,1
0,1,0.2267446517944336,0,0.20166067779064178,0,0.22686195373535156,0,0.22676219046115875,0
0,1,0.3764776885509491,0,0.24132539331912994,0,0.25223907828330994,0,0.3582887649536133,0
0,1,0.5228331685066223,1,0.4309796988964081,0,0.5051760077476501,1,0.6856412291526794,1
1,1,0.6336259245872498,1,0.6528651118278503,1,0.6920949816703796,1,0.6721422076225281,1
0,0,0.5766556859016418,1,0.622855544090271,1,0.6231192946434021,1,0.689842164516449,1
0,1,0.028486302122473717,0,0.3324706256389618,0,0.40929892659187317,0,0.15114358067512512,0
1,1,0.3051285147666931,0,0.43841734528541565,0,0.4456217885017395,0,0.5007374286651611,1
1,1,0.4093362092971802,0,0.5374211072921753,1,0.5148974061012268,1,0.2924039661884308,0
0,0,0.550865113735199,1,0.5680639147758484,1,0.6149322390556335,1,0.5701119899749756,1
1,1,0.6896857619285583,1,0.6553457379341125,1,0.6962012052536011,1,0.6988682150840759,1
1,0,0.5068516135215759,1,0.5390280485153198,1,0.6043610572814941,1,0.6550353765487671,1
1,1,0.8871811032295227,1,0.7582181692123413,1,0.8246874213218689,1,0.9305238127708435,1
1,0,0.6976597905158997,1,0.6898042559623718,1,0.665066659450531,1,0.8603947758674622,1
0,0,0.13304130733013153,0,0.4177820682525635,0,0.3505861461162567,0,0.20086008310317993,0
1,1,0.7107088565826416,1,0.7513090372085571,1,0.7854728102684021,1,0.7533687353134155,1
1,1,0.9957141280174255,1,0.8446552753448486,1,0.8339197635650635,1,0.9512879252433777,1
0,1,5.239661732048262e-06,0,0.03129340335726738,0,0.03023565001785755,0,0.04520773887634277,0
0,1,0.6555588245391846,1,0.6782722473144531,1,0.7241870760917664,1,0.6109364628791809,1
0,1,0.17789824306964874,0,0.31312108039855957,0,0.33190855383872986,0,0.15926331281661987,0
0,0,0.6083559393882751,1,0.8208293318748474,1,0.78557950258255,1,0.7687665224075317,1
0,0,0.23792746663093567,0,0.3809281885623932,0,0.2424592226743698,0,0.5359750986099243,1
0,1,0.21314352750778198,0,0.5753641724586487,1,0.5616750121116638,1,0.35440167784690857,0
1,0,0.6784234046936035,1,0.49797841906547546,0,0.4066026508808136,0,0.5459128618240356,1
1,0,0.5649207830429077,1,0.6215099692344666,1,0.6092408299446106,1,0.6503095626831055,1
0,1,0.2730801999568939,0,0.3951112926006317,0,0.4117855131626129,0,0.31510239839553833,0
0,1,0.09326127916574478,0,0.2491956651210785,0,0.2637997269630432,0,0.2582545280456543,0
0,0,0.04795518517494202,0,0.19049304723739624,0,0.12130433320999146,0,0.12720192968845367,0
0,1,0.26543620228767395,0,0.17023634910583496,0,0.1998823881149292,0,0.14745494723320007,0
0,1,0.5336257219314575,1,0.5377091765403748,1,0.57010817527771,1,0.5861291885375977,1
1,0,0.4658344089984894,0,0.5377485156059265,1,0.5857795476913452,1,0.5652459859848022,1
1,1,0.910961389541626,1,0.5611052513122559,1,0.600848913192749,1,0.48368003964424133,0
0,1,0.7667018175125122,1,0.5491009950637817,1,0.4986768364906311,0,0.7062612771987915,1
1,1,0.8424805998802185,1,0.6487663984298706,1,0.6739280819892883,1,0.8770297765731812,1
1,0,0.6976597905158997,1,0.6898042559623718,1,0.665066659450531,1,0.8603947758674622,1
1,1,0.5149890184402466,1,0.45984378457069397,0,0.47735896706581116,0,0.49317437410354614,0
0,1,0.17257139086723328,0,0.48044654726982117,0,0.4684620797634125,0,0.31350842118263245,0
0,1,0.32593202590942383,0,0.42046576738357544,0,0.44541314244270325,0,0.37720251083374023,0
0,1,0.10020488500595093,0,0.18660102784633636,0,0.2600695490837097,0,0.15072199702262878,0
0,1,0.26543620228767395,0,0.17023634910583496,0,0.1998823881149292,0,0.14745494723320007,0
1,0,0.7248834371566772,1,0.7196786999702454,1,0.6322165727615356,1,0.7521926760673523,1
1,0,0.6871209144592285,1,0.8156295418739319,1,0.7621690630912781,1,0.7786004543304443,1
1,0,0.9870635271072388,1,0.5384206175804138,1,0.49321889877319336,0,0.7404468059539795,1
0,1,0.883056640625,1,0.5394613742828369,1,0.48001623153686523,0,0.7498825192451477,1
0,0,0.1353691965341568,0,0.3758726119995117,0,0.28153055906295776,0,0.1574595719575882,0
0,1,0.5336257219314575,1,0.5377091765403748,1,0.57010817527771,1,0.5861291885375977,1
1,0,0.7451215386390686,1,0.5369250774383545,1,0.5105661749839783,1,0.6483678817749023,1
1,0,0.7726818919181824,1,0.6844731569290161,1,0.6669734120368958,1,0.7404278516769409,1
1,1,0.768680989742279,1,0.6837651133537292,1,0.730785071849823,1,0.7060487270355225,1
1,1,0.4223234951496124,0,0.6517651081085205,1,0.6794818639755249,1,0.7328696846961975,1
1,0,0.36499351263046265,0,0.6166481971740723,1,0.6249423027038574,1,0.5746797323226929,1
1,0,0.34357255697250366,0,0.37678638100624084,0,0.2703716456890106,0,0.3463415801525116,0
1,1,0.5766556859016418,1,0.622855544090271,1,0.6370130777359009,1,0.689842164516449,1
0,0,0.6930662989616394,1,0.849584698677063,1,0.7695825695991516,1,0.7496952414512634,1
0,1,0.19270636141300201,0,0.315364807844162,0,0.33506450057029724,0,0.26942718029022217,0
0,1,0.11257846653461456,0,0.3137570321559906,0,0.33266597986221313,0,0.22910864651203156,0
1,0,0.9100224375724792,1,0.7475844025611877,1,0.7081460952758789,1,0.8202506899833679,1
1,0,0.49586254358291626,0,0.5688217878341675,1,0.5648738741874695,1,0.6635754704475403,1
1,1,0.36099833250045776,0,0.42653900384902954,0,0.4864102005958557,0,0.22642257809638977,0
0,1,0.6871209144592285,1,0.8156295418739319,1,0.8230215907096863,1,0.7786004543304443,1
0,1,0.6681241393089294,1,0.5483283400535583,1,0.49730587005615234,0,0.68317049741745,1
0,0,0.6267848014831543,1,0.5964682102203369,1,0.5876469016075134,1,0.6104219555854797,1
1,0,0.116730235517025,0,0.1932404637336731,0,0.14803148806095123,0,0.18507221341133118,0
1,1,0.5766556859016418,1,0.622855544090271,1,0.6370130777359009,1,0.689842164516449,1
1,0,0.8580796122550964,1,0.7880704402923584,1,0.681586503982544,1,0.6663610935211182,1
1,1,0.4228653311729431,0,0.5479771494865417,1,0.5816197991371155,1,0.37820005416870117,0
1,1,0.116730235517025,0,0.1932404637336731,0,0.21960097551345825,0,0.18507221341133118,0
0,1,0.5200396180152893,1,0.3969258964061737,0,0.4137175381183624,0,0.3869244456291199,0
0,0,0.28921401500701904,0,0.5360932350158691,1,0.5409232378005981,1,0.42783182859420776,0
1,0,0.19577468931674957,0,0.5786047577857971,1,0.5640561580657959,1,0.5647346377372742,1
1,0,0.7974412441253662,1,0.6267991065979004,1,0.6246376633644104,1,0.7901902198791504,1
1,0,0.7829996347427368,1,0.8181279897689819,1,0.7638808488845825,1,0.8370334506034851,1
1,1,0.43797698616981506,0,0.4102563261985779,0,0.43500658869743347,0,0.3375934958457947,0
0,1,0.06939832866191864,0,0.1559198498725891,0,0.18763799965381622,0,0.10498826950788498,0
1,0,0.7107088565826416,1,0.7513090372085571,1,0.7130880355834961,1,0.7533687353134155,1
1,0,0.29591232538223267,0,0.5189777612686157,1,0.3874548673629761,0,0.54954993724823,1
1,0,0.8447806239128113,1,0.8398299813270569,1,0.775583028793335,1,0.7609785795211792,1
1,1,0.4198625087738037,0,0.36880797147750854,0,0.39524176716804504,0,0.26419591903686523,0
1,0,0.5060169100761414,1,0.7144947052001953,1,0.6814163327217102,1,0.6060774922370911,1
0,0,0.34357255697250366,0,0.37678638100624084,0,0.2703716456890106,0,0.3463415801525116,0
0,1,0.6920818090438843,1,0.5038341283798218,1,0.503732442855835,1,0.5393807291984558,1
0,0,0.8831936717033386,1,0.7563039064407349,1,0.7014583349227905,1,0.8030788898468018,1
1,1,0.34357255697250366,0,0.37678638100624084,0,0.39552122354507446,0,0.3463415801525116,0
1,1,0.8323867321014404,1,0.760186493396759,1,0.7879369258880615,1,0.9070410132408142,1
0,1,0.7057548761367798,1,0.569005012512207,1,0.6019415259361267,1,0.5404524803161621,1
1,0,0.7107088565826416,1,0.7513090372085571,1,0.7130880355834961,1,0.7533687353134155,1
0,0,0.27463287115097046,0,0.4615459144115448,0,0.35113397240638733,0,0.33010217547416687,0
0,0,0.5147686004638672,1,0.5332223176956177,1,0.4322047233581543,0,0.41647037863731384,0
1,1,0.6847268342971802,1,0.7613794803619385,1,0.7937002778053284,1,0.7514885067939758,1
0,1,0.0667845755815506,0,0.1850588470697403,0,0.2581278681755066,0,0.09354095160961151,0
1,0,0.916053295135498,1,0.868723452091217,1,0.7881342768669128,1,0.921488881111145,1
1,1,0.5827704668045044,1,0.564024806022644,1,0.6079427599906921,1,0.6739318370819092,1
1,1,0.5538389086723328,1,0.6488544940948486,1,0.7763239741325378,1,0.778758704662323,1
0,1,0.16901469230651855,0,0.2207392305135727,0,0.23387771844863892,0,0.22499264776706696,0
1,1,0.646236777305603,1,0.7589484453201294,1,0.7921808958053589,1,0.6199795007705688,1
0,1,0.5653725862503052,1,0.463128000497818,0,0.483366996049881,0,0.3370225131511688,0
0,0,0.4514882266521454,0,0.5568056106567383,1,0.6136410236358643,1,0.4342259466648102,0
1,1,0.3570397198200226,0,0.33922767639160156,0,0.3686375916004181,0,0.339273601770401,0
0,1,0.6013540625572205,1,0.4943273067474365,0,0.5201835632324219,1,0.4866648018360138,0
0,1,0.0032556697260588408,0,0.2106342762708664,0,0.3539121150970459,0,0.1178850308060646,0
0,1,0.6489570140838623,1,0.48416197299957275,0,0.47829633951187134,0,0.6875307559967041,1
0,1,0.3051285147666931,0,0.43841734528541565,0,0.4456217885017395,0,0.5007374286651611,1
1,1,0.26003021001815796,0,0.5362066626548767,1,0.4833391010761261,0,0.5954135060310364,1
0,0,0.3051285147666931,0,0.43841734528541565,0,0.3212207853794098,0,0.5007374286651611,1
1,1,0.43844908475875854,0,0.5564887523651123,1,0.5089563131332397,1,0.8002902269363403,1
1,0,0.7829996347427368,1,0.8181279897689819,1,0.7638808488845825,1,0.8370334506034851,1
0,0,0.30674177408218384,0,0.502783477306366,1,0.36886876821517944,0,0.37990039587020874,0
1,1,0.8875024318695068,1,0.7188162207603455,1,0.8127435445785522,1,0.8096505403518677,1
0,1,0.06939832866191864,0,0.1559198498725891,0,0.18763799965381622,0,0.10498826950788498,0
1,1,0.3855970501899719,0,0.23190154135227203,0,0.25202426314353943,0,0.2516545355319977,0
1,0,0.27430468797683716,0,0.7562314867973328,1,0.7202521562576294,1,0.5052084922790527,1
1,1,0.1738516092300415,0,0.42183375358581543,0,0.4465389847755432,0,0.30664607882499695,0
1,0,0.9043850302696228,1,0.668547511100769,1,0.6407802700996399,1,0.7577100396156311,1
0,1,0.4509778916835785,0,0.4881003499031067,0,0.5173700451850891,1,0.5373102426528931,1
1,0,0.5931373834609985,1,0.6052013635635376,1,0.6183940172195435,1,0.649154782295227,1
1,1,0.3529362380504608,0,0.4855481684207916,0,0.49191951751708984,0,0.3579804003238678,0
0,1,0.2331884354352951,0,0.2517037093639374,0,0.27746063470840454,0,0.30248528718948364,0
0,1,0.31803303956985474,0,0.33856555819511414,0,0.3679659068584442,0,0.3035367429256439,0
1,0,0.768680989742279,1,0.6837651133537292,1,0.6655325293540955,1,0.7060487270355225,1
0,1,0.5070051550865173,1,0.5843234062194824,1,0.7313817739486694,1,0.6085094213485718,1
1,0,0.34866997599601746,0,0.2365717738866806,0,0.14363402128219604,0,0.3367593586444855,0
1,1,0.7201127409934998,1,0.7293046712875366,1,0.7678349614143372,1,0.7998304963111877,1
1,0,0.17526762187480927,0,0.6938056349754333,1,0.6475834250450134,1,0.6514663696289062,1
0,0,0.851282000541687,1,0.780637264251709,1,0.7366405725479126,1,0.7483869791030884,1
0,0,0.333587110042572,0,0.4624764025211334,0,0.37563207745552063,0,0.43751928210258484,0
1,0,0.6518980860710144,1,0.46219632029533386,0,0.32827773690223694,0,0.4610421657562256,0
1,0,0.6294997334480286,1,0.7816253304481506,1,0.7365047335624695,1,0.6044130921363831,1
0,1,0.4287157952785492,0,0.5796348452568054,1,0.568079948425293,1,0.6037295460700989,1
1,0,0.916053295135498,1,0.868723452091217,1,0.7881342768669128,1,0.921488881111145,1
0,1,0.28411543369293213,0,0.23757414519786835,0,0.2485877275466919,0,0.3278242349624634,0
0,1,0.8358572125434875,1,0.8317769765853882,1,0.7822055220603943,1,0.6752562522888184,1
0,1,0.35367465019226074,0,0.4631573557853699,0,0.5072058439254761,1,0.20873606204986572,0
0,0,0.34365686774253845,0,0.5386000275611877,1,0.6028680205345154,1,0.4789601266384125,0
1,0,0.7261431217193604,1,0.7264509201049805,1,0.6950882077217102,1,0.7540274262428284,1
1,1,0.6555588245391846,1,0.6782722473144531,1,0.7241870760917664,1,0.6109364628791809,1
0,0,0.07703844457864761,0,0.3520897626876831,0,0.25837624073028564,0,0.2110012322664261,0
1,1,0.8775308728218079,1,0.6307013630867004,1,0.6528372168540955,1,0.7056401968002319,1
1,0,0.34357255697250366,0,0.37678638100624084,0,0.2703716456890106,0,0.3463415801525116,0
0,0,0.4666093587875366,0,0.29093897342681885,0,0.1934942901134491,0,0.3372127115726471,0
1,0,0.3963901400566101,0,0.2844019830226898,0,0.19133155047893524,0,0.36668503284454346,0
1,1,0.4709320068359375,0,0.5384714603424072,1,0.4798724353313446,0,0.5460593700408936,1
0,0,0.4724488854408264,0,0.42954468727111816,0,0.3318014144897461,0,0.2590041756629944,0
1,0,0.7201127409934998,1,0.7293046712875366,1,0.6973546743392944,1,0.7998304963111877,1
0,0,0.5756141543388367,1,0.5461844205856323,1,0.6100358366966248,1,0.5851024389266968,1
1,1,0.6027794480323792,1,0.5795555114746094,1,0.7205622792243958,1,0.5605370998382568,1
1,0,0.7266581654548645,1,0.7957155108451843,1,0.6059630513191223,1,0.6762949228286743,1
1,0,0.4759597182273865,0,0.5669480562210083,1,0.5060794353485107,1,0.5395839214324951,1
0,0,0.9082606434822083,1,0.7490364909172058,1,0.7081186771392822,1,0.7940595149993896,1
0,0,0.5656313300132751,1,0.5620037913322449,1,0.5645961165428162,1,0.6112332344055176,1
0,1,0.11610858887434006,0,0.19828416407108307,0,0.22064019739627838,0,0.16867150366306305,0
